Customer Number,Applied Loan Amount in Lacs,Month,Fin Year,Month Year,Sanction Amt in Lacs,Disb Amt in Lacs,SDF Branch
3423,3,5,2017,#N/A,2.4,2.21,Aurangabad
3424,8,11,2019,#N/A,6.4,5.89,Delhi
3425,4,10,2018,#N/A,3.2,2.94,Srinagar
3426,10,6,2019,#N/A,9.5,8.74,Chandigarh
3427,12,10,2018,#N/A,11.4,10.49,Chennai
3428,18,6,2018,#N/A,17.1,15.73,Bhopal
3429,20,1,2017,#N/A,16,14.72,Gandhinagar
3430,22,6,2019,#N/A,20.9,19.23,Jaipur
3431,8,4,2018,#N/A,6.4,5.89,Gandhinagar
3432,20,3,2018,#N/A,16,14.72,Shillong
3433,3,3,2019,#N/A,2.4,2.21,Shillong
3434,8,1,2017,#N/A,7.6,6.99,Chandigarh
3435,16,1,2017,#N/A,15.2,13.98,Ranchi
3436,12,1,2017,#N/A,11.4,10.49,Bengaluru
3437,20,6,2017,#N/A,16,14.72,Jaipur
3438,22,7,2018,#N/A,17.6,16.19,Mumbai
3439,10,6,2019,#N/A,9.5,8.74,Mumbai
3440,20,3,2019,#N/A,16,14.72,Jaipur
3441,12,5,2018,#N/A,11.4,10.49,Nasik
3442,20,11,2017,#N/A,16,14.72,Jaipur
3443,2,2,2018,#N/A,1.6,1.47,Ranchi
3444,1,12,2017,#N/A,0.8,0.74,Pune
3445,6,3,2018,#N/A,4.8,4.42,Ranchi
3446,3,12,2018,#N/A,2.4,2.21,Shillong
3447,20,12,2017,#N/A,19,17.48,Bengaluru
3448,10,6,2019,#N/A,8,7.36,Nagpur
3449,2,8,2017,#N/A,1.6,1.47,Nagpur
3450,11,2,2017,#N/A,8.8,8.10,Bengaluru
3451,2,2,2018,#N/A,1.6,1.47,Nasik
3452,11,7,2018,#N/A,8.8,8.10,Jaipur
3453,12,4,2019,#N/A,9.6,8.83,Jaipur
3454,10,3,2018,#N/A,8,7.36,Gandhinagar
3455,11,9,2018,#N/A,8.8,8.10,Aurangabad
3456,9,12,2017,#N/A,7.2,6.62,Bengaluru
3457,24,9,2017,#N/A,19.2,17.66,Aurangabad
3458,20,3,2018,#N/A,19,17.48,Srinagar
3459,4,8,2019,#N/A,3.2,2.94,Bhopal
3460,12,3,2018,#N/A,9.6,8.83,Mumbai
3461,1,8,2019,#N/A,0.8,0.74,Bhopal
3462,12,9,2017,#N/A,11.4,10.49,Nasik
3463,8,8,2018,#N/A,6.4,5.89,Aurangabad
3464,12,2,2018,#N/A,9.6,8.83,Aurangabad
3465,16,9,2019,#N/A,12.8,11.78,Bhopal
3466,14,3,2019,#N/A,13.3,12.24,Shillong
3467,20,1,2018,#N/A,19,17.48,Gandhinagar
3468,12,9,2017,#N/A,9.6,8.83,Pune
3469,6,8,2018,#N/A,5.7,5.24,Jaipur
3470,10,6,2018,#N/A,9.5,8.74,Srinagar
3471,3,6,2018,#N/A,2.4,2.21,Bhopal
3472,24,3,2019,#N/A,19.2,17.66,Chandigarh
3473,16,4,2017,#N/A,12.8,11.78,Srinagar
3474,10,12,2018,#N/A,8,7.36,Aurangabad
3475,12,8,2018,#N/A,11.4,10.49,Chandigarh
3476,5,11,2017,#N/A,4,3.68,Delhi
3477,10,2,2019,#N/A,8,7.36,Pune
3478,4,5,2018,#N/A,3.8,3.50,Gandhinagar
3479,16,4,2019,#N/A,15.2,13.98,Gandhinagar
3480,4,4,2017,#N/A,3.2,2.94,Pune
3481,16,5,2017,#N/A,15.2,13.98,Chennai
3482,16,10,2019,#N/A,15.2,13.98,Shillong
3483,6,4,2019,#N/A,5.7,5.24,Ranchi
3484,12,11,2018,#N/A,11.4,10.49,Bhopal
3485,9,9,2017,#N/A,7.2,6.62,Aurangabad
3486,8,1,2018,#N/A,7.6,6.99,Nasik
3487,3,1,2018,#N/A,2.4,2.21,Srinagar
3488,11,1,2019,#N/A,8.8,8.10,Bhopal
3489,6,5,2017,#N/A,5.7,5.24,Ranchi
3490,12,9,2019,#N/A,9.6,8.83,Gandhinagar
3491,24,3,2019,#N/A,19.2,17.66,Shillong
3492,18,3,2018,#N/A,17.1,15.73,Bhopal
3493,10,7,2017,#N/A,8,7.36,Nasik
3494,1,11,2019,#N/A,0.8,0.74,Pune
3495,18,12,2018,#N/A,17.1,15.73,Ranchi
3496,6,10,2017,#N/A,4.8,4.42,Mumbai
3497,6,11,2018,#N/A,5.7,5.24,Srinagar
3498,20,9,2019,#N/A,16,14.72,Chennai
3499,4,4,2017,#N/A,3.8,3.50,Pune
3500,4,9,2017,#N/A,3.8,3.50,Pune
3501,18,9,2018,#N/A,17.1,15.73,Chennai
3502,8,8,2019,#N/A,7.6,6.99,Bhopal
3503,6,1,2017,#N/A,4.8,4.42,Bengaluru
3504,5,10,2018,#N/A,4,3.68,Gandhinagar
3505,6,7,2017,#N/A,4.8,4.42,Srinagar
3506,6,8,2017,#N/A,4.8,4.42,Nagpur
3507,12,10,2017,#N/A,9.6,8.83,Nasik
3508,14,2,2019,#N/A,11.2,10.30,Jaipur
3509,10,6,2017,#N/A,8,7.36,Jaipur
3510,4,11,2018,#N/A,3.2,2.94,Jaipur
3511,12,3,2017,#N/A,11.4,10.49,Bhopal
3512,2,6,2017,#N/A,1.9,1.75,Jaipur
3513,18,8,2017,#N/A,14.4,13.25,Delhi
3514,5,8,2018,#N/A,4,3.68,Bengaluru
3515,24,4,2019,#N/A,19.2,17.66,Srinagar
3516,10,10,2017,#N/A,8,7.36,Bengaluru
3517,8,9,2017,#N/A,6.4,5.89,Srinagar
3518,8,4,2018,#N/A,7.6,6.99,Shillong
3519,6,1,2018,#N/A,4.8,4.42,Chennai
3520,5,10,2019,#N/A,4,3.68,Nagpur
3521,12,12,2018,#N/A,11.4,10.49,Bhopal
3522,18,8,2017,#N/A,17.1,15.73,Jaipur
3523,18,1,2018,#N/A,17.1,15.73,Nagpur
3524,8,8,2019,#N/A,6.4,5.89,Chennai
3525,12,2,2019,#N/A,9.6,8.83,Pune
3526,9,11,2018,#N/A,7.2,6.62,Chennai
3527,4,12,2018,#N/A,3.8,3.50,Delhi
3528,14,1,2017,#N/A,13.3,12.24,Chandigarh
3529,20,8,2017,#N/A,16,14.72,Chandigarh
3530,9,11,2017,#N/A,7.2,6.62,Jaipur
3531,20,11,2018,#N/A,19,17.48,Jaipur
3532,20,5,2019,#N/A,19,17.48,Gandhinagar
3533,24,2,2018,#N/A,22.8,20.98,Srinagar
3534,18,4,2017,#N/A,14.4,13.25,Pune
3535,11,11,2017,#N/A,8.8,8.10,Pune
3536,18,1,2018,#N/A,17.1,15.73,Delhi
3537,2,9,2017,#N/A,1.9,1.75,Bengaluru
3538,18,9,2018,#N/A,14.4,13.25,Shillong
3539,18,10,2019,#N/A,17.1,15.73,Jaipur
3540,8,11,2018,#N/A,7.6,6.99,Delhi
3541,12,1,2019,#N/A,11.4,10.49,Jaipur
3542,11,8,2019,#N/A,8.8,8.10,Bengaluru
3543,9,7,2019,#N/A,7.2,6.62,Chandigarh
3544,4,7,2017,#N/A,3.2,2.94,Bengaluru
3545,11,2,2018,#N/A,8.8,8.10,Aurangabad
3546,7,1,2019,#N/A,5.6,5.15,Shillong
3547,8,4,2018,#N/A,6.4,5.89,Mumbai
3548,24,2,2017,#N/A,22.8,20.98,Shillong
3549,6,2,2018,#N/A,4.8,4.42,Jaipur
3550,8,11,2017,#N/A,7.6,6.99,Ranchi
3551,8,3,2017,#N/A,6.4,5.89,Ranchi
3552,22,10,2018,#N/A,20.9,19.23,Pune
3553,6,2,2019,#N/A,4.8,4.42,Nasik
3554,10,4,2017,#N/A,8,7.36,Gandhinagar
3555,7,10,2017,#N/A,5.6,5.15,Chennai
3556,6,11,2018,#N/A,4.8,4.42,Aurangabad
3557,11,1,2017,#N/A,8.8,8.10,Srinagar
3558,10,1,2018,#N/A,9.5,8.74,Bhopal
3559,4,5,2018,#N/A,3.8,3.50,Chennai
3560,1,8,2018,#N/A,0.8,0.74,Aurangabad
3561,7,2,2019,#N/A,5.6,5.15,Srinagar
3562,16,4,2018,#N/A,15.2,13.98,Nasik
3563,2,6,2018,#N/A,1.6,1.47,Mumbai
3564,2,7,2018,#N/A,1.6,1.47,Mumbai
3565,12,3,2018,#N/A,9.6,8.83,Mumbai
3566,6,11,2017,#N/A,4.8,4.42,Jaipur
3567,8,6,2017,#N/A,7.6,6.99,Chennai
3568,18,5,2017,#N/A,14.4,13.25,Srinagar
3569,12,2,2017,#N/A,9.6,8.83,Delhi
3570,2,1,2018,#N/A,1.6,1.47,Nasik
3571,24,5,2018,#N/A,19.2,17.66,Bengaluru
3572,10,10,2018,#N/A,9.5,8.74,Bhopal
3573,22,9,2018,#N/A,20.9,19.23,Mumbai
3574,4,4,2018,#N/A,3.2,2.94,Bengaluru
3575,2,5,2019,#N/A,1.6,1.47,Shillong
3576,18,2,2018,#N/A,17.1,15.73,Delhi
3577,14,4,2019,#N/A,13.3,12.24,Chandigarh
3578,4,11,2018,#N/A,3.2,2.94,Ranchi
3579,1,2,2017,#N/A,0.8,0.74,Pune
3580,1,8,2017,#N/A,0.8,0.74,Delhi
3581,6,2,2018,#N/A,4.8,4.42,Aurangabad
3582,1,1,2019,#N/A,0.8,0.74,Srinagar
3583,16,10,2018,#N/A,15.2,13.98,Bengaluru
3584,2,2,2019,#N/A,1.9,1.75,Pune
3585,8,7,2018,#N/A,7.6,6.99,Ranchi
3586,20,8,2018,#N/A,19,17.48,Pune
3587,22,8,2019,#N/A,17.6,16.19,Jaipur
3588,20,5,2019,#N/A,19,17.48,Gandhinagar
3589,20,4,2018,#N/A,19,17.48,Delhi
3590,20,1,2019,#N/A,19,17.48,Srinagar
3591,2,12,2019,#N/A,1.6,1.47,Shillong
3592,18,11,2019,#N/A,14.4,13.25,Mumbai
3593,7,5,2017,#N/A,5.6,5.15,Chennai
3594,3,10,2017,#N/A,2.4,2.21,Aurangabad
3595,12,3,2017,#N/A,9.6,8.83,Pune
3596,6,12,2018,#N/A,4.8,4.42,Jaipur
3597,1,2,2018,#N/A,0.8,0.74,Mumbai
3598,8,2,2018,#N/A,6.4,5.89,Mumbai
3599,8,1,2018,#N/A,7.6,6.99,Chandigarh
3600,10,8,2019,#N/A,8,7.36,Nagpur
3601,6,2,2017,#N/A,5.7,5.24,Aurangabad
3602,14,7,2019,#N/A,11.2,10.30,Mumbai
3603,18,4,2017,#N/A,17.1,15.73,Srinagar
3604,5,4,2018,#N/A,4,3.68,Nagpur
3605,24,5,2018,#N/A,22.8,20.98,Mumbai
3606,11,3,2017,#N/A,8.8,8.10,Jaipur
3607,2,11,2019,#N/A,1.6,1.47,Delhi
3608,9,3,2019,#N/A,7.2,6.62,Shillong
3609,2,5,2017,#N/A,1.6,1.47,Mumbai
3610,6,10,2018,#N/A,4.8,4.42,Bengaluru
3611,2,12,2017,#N/A,1.6,1.47,Mumbai
3612,3,5,2019,#N/A,2.4,2.21,Shillong
3613,2,2,2018,#N/A,1.6,1.47,Aurangabad
3614,12,1,2017,#N/A,9.6,8.83,Shillong
3615,6,7,2018,#N/A,4.8,4.42,Srinagar
3616,24,10,2017,#N/A,22.8,20.98,Aurangabad
3617,4,4,2019,#N/A,3.8,3.50,Ranchi
3618,12,1,2017,#N/A,11.4,10.49,Jaipur
3619,4,12,2017,#N/A,3.2,2.94,Nagpur
3620,8,4,2018,#N/A,6.4,5.89,Bengaluru
3621,8,6,2019,#N/A,7.6,6.99,Ranchi
3622,4,10,2018,#N/A,3.8,3.50,Srinagar
3623,11,8,2018,#N/A,8.8,8.10,Chandigarh
3624,11,12,2017,#N/A,8.8,8.10,Aurangabad
3625,8,5,2018,#N/A,6.4,5.89,Ranchi
3626,8,4,2019,#N/A,6.4,5.89,Delhi
3627,2,8,2018,#N/A,1.9,1.75,Shillong
3628,5,11,2018,#N/A,4,3.68,Aurangabad
3629,8,9,2017,#N/A,7.6,6.99,Chennai
3630,24,6,2019,#N/A,22.8,20.98,Delhi
3631,10,2,2019,#N/A,8,7.36,Gandhinagar
3632,6,8,2017,#N/A,5.7,5.24,Chandigarh
3633,2,9,2017,#N/A,1.9,1.75,Chennai
3634,4,12,2018,#N/A,3.2,2.94,Chennai
3635,12,7,2018,#N/A,9.6,8.83,Gandhinagar
3636,1,9,2018,#N/A,0.8,0.74,Bengaluru
3637,8,7,2018,#N/A,6.4,5.89,Mumbai
3638,18,11,2018,#N/A,17.1,15.73,Srinagar
3639,4,12,2017,#N/A,3.2,2.94,Gandhinagar
3640,6,6,2017,#N/A,4.8,4.42,Bhopal
3641,24,10,2019,#N/A,22.8,20.98,Srinagar
3642,1,11,2018,#N/A,0.8,0.74,Shillong
3643,7,8,2017,#N/A,5.6,5.15,Chennai
3644,14,11,2017,#N/A,11.2,10.30,Pune
3645,10,5,2019,#N/A,9.5,8.74,Aurangabad
3646,14,1,2017,#N/A,13.3,12.24,Delhi
3647,9,3,2019,#N/A,7.2,6.62,Delhi
3648,1,7,2017,#N/A,0.8,0.74,Chandigarh
3649,2,10,2019,#N/A,1.9,1.75,Delhi
3650,16,2,2019,#N/A,15.2,13.98,Nasik
3651,2,7,2017,#N/A,1.6,1.47,Chennai
3652,16,1,2019,#N/A,15.2,13.98,Aurangabad
3653,3,10,2017,#N/A,2.4,2.21,Chennai
3654,4,12,2018,#N/A,3.2,2.94,Chennai
3655,14,5,2017,#N/A,11.2,10.30,Delhi
3656,7,9,2018,#N/A,5.6,5.15,Mumbai
3657,7,10,2017,#N/A,5.6,5.15,Mumbai
3658,5,6,2018,#N/A,4,3.68,Jaipur
3659,14,5,2018,#N/A,13.3,12.24,Pune
3660,20,3,2019,#N/A,16,14.72,Ranchi
3661,2,11,2018,#N/A,1.6,1.47,Delhi
3662,12,1,2018,#N/A,9.6,8.83,Mumbai
3663,7,7,2019,#N/A,5.6,5.15,Srinagar
3664,9,1,2017,#N/A,7.2,6.62,Srinagar
3665,3,7,2018,#N/A,2.4,2.21,Jaipur
3666,16,5,2017,#N/A,15.2,13.98,Aurangabad
3667,11,6,2018,#N/A,8.8,8.10,Pune
3668,16,3,2019,#N/A,15.2,13.98,Chennai
3669,14,6,2017,#N/A,13.3,12.24,Ranchi
3670,7,7,2018,#N/A,5.6,5.15,Jaipur
3671,9,12,2019,#N/A,7.2,6.62,Srinagar
3672,10,1,2019,#N/A,9.5,8.74,Shillong
3673,2,5,2018,#N/A,1.6,1.47,Bhopal
3674,3,6,2019,#N/A,2.4,2.21,Ranchi
3675,24,10,2019,#N/A,22.8,20.98,Gandhinagar
3676,18,5,2019,#N/A,17.1,15.73,Aurangabad
3677,4,1,2017,#N/A,3.2,2.94,Chandigarh
3678,12,4,2019,#N/A,9.6,8.83,Aurangabad
3679,3,11,2017,#N/A,2.4,2.21,Mumbai
3680,6,2,2018,#N/A,5.7,5.24,Bhopal
3681,8,10,2019,#N/A,6.4,5.89,Chandigarh
3682,11,3,2019,#N/A,8.8,8.10,Chandigarh
3683,4,12,2017,#N/A,3.2,2.94,Pune
3684,8,7,2018,#N/A,7.6,6.99,Delhi
3685,9,6,2017,#N/A,7.2,6.62,Gandhinagar
3686,18,10,2017,#N/A,17.1,15.73,Chennai
3687,2,3,2018,#N/A,1.6,1.47,Nagpur
3688,10,5,2018,#N/A,8,7.36,Ranchi
3689,16,8,2018,#N/A,15.2,13.98,Nagpur
3690,10,6,2019,#N/A,9.5,8.74,Pune
3691,3,6,2018,#N/A,2.4,2.21,Nasik
3692,7,4,2019,#N/A,5.6,5.15,Delhi
3693,16,12,2019,#N/A,15.2,13.98,Chandigarh
3694,14,5,2017,#N/A,13.3,12.24,Jaipur
3695,2,6,2018,#N/A,1.6,1.47,Aurangabad
3696,12,3,2017,#N/A,9.6,8.83,Bengaluru
3697,5,6,2019,#N/A,4,3.68,Nagpur
3698,1,1,2019,#N/A,0.8,0.74,Pune
3699,6,1,2017,#N/A,5.7,5.24,Ranchi
3700,24,1,2017,#N/A,22.8,20.98,Shillong
3701,11,7,2018,#N/A,8.8,8.10,Bhopal
3702,22,8,2018,#N/A,20.9,19.23,Chennai
3703,14,8,2017,#N/A,13.3,12.24,Shillong
3704,20,1,2019,#N/A,19,17.48,Nasik
3705,1,11,2018,#N/A,0.8,0.74,Aurangabad
3706,6,3,2017,#N/A,5.7,5.24,Jaipur
3707,11,11,2017,#N/A,8.8,8.10,Delhi
3708,6,4,2017,#N/A,4.8,4.42,Chennai
3709,4,2,2019,#N/A,3.8,3.50,Nasik
3710,24,6,2018,#N/A,22.8,20.98,Chandigarh
3711,20,10,2017,#N/A,19,17.48,Bengaluru
3712,2,1,2018,#N/A,1.9,1.75,Chandigarh
3713,3,5,2019,#N/A,2.4,2.21,Jaipur
3714,4,12,2019,#N/A,3.2,2.94,Srinagar
3715,4,1,2018,#N/A,3.2,2.94,Mumbai
3716,7,6,2017,#N/A,5.6,5.15,Mumbai
3717,4,10,2017,#N/A,3.2,2.94,Bengaluru
3718,5,4,2019,#N/A,4,3.68,Aurangabad
3719,5,11,2019,#N/A,4,3.68,Delhi
3720,1,3,2017,#N/A,0.8,0.74,Aurangabad
3721,3,6,2017,#N/A,2.4,2.21,Jaipur
3722,4,11,2017,#N/A,3.2,2.94,Bengaluru
3723,4,8,2019,#N/A,3.2,2.94,Chandigarh
3724,4,8,2017,#N/A,3.2,2.94,Aurangabad
3725,5,10,2019,#N/A,4,3.68,Shillong
3726,16,4,2018,#N/A,15.2,13.98,Chandigarh
3727,11,6,2018,#N/A,8.8,8.10,Srinagar
3728,8,2,2018,#N/A,6.4,5.89,Aurangabad
3729,9,10,2018,#N/A,7.2,6.62,Gandhinagar
3730,3,2,2017,#N/A,2.4,2.21,Chennai
3731,20,5,2018,#N/A,19,17.48,Delhi
3732,9,7,2019,#N/A,7.2,6.62,Jaipur
3733,2,12,2018,#N/A,1.6,1.47,Pune
3734,14,12,2017,#N/A,13.3,12.24,Bhopal
3735,10,12,2017,#N/A,8,7.36,Pune
3736,8,11,2018,#N/A,7.6,6.99,Mumbai
3737,24,9,2018,#N/A,19.2,17.66,Chandigarh
3738,22,4,2017,#N/A,20.9,19.23,Mumbai
3739,10,5,2017,#N/A,9.5,8.74,Gandhinagar
3740,12,5,2019,#N/A,11.4,10.49,Gandhinagar
3741,24,11,2019,#N/A,22.8,20.98,Ranchi
3742,11,5,2018,#N/A,8.8,8.10,Delhi
3743,22,7,2017,#N/A,17.6,16.19,Chennai
3744,1,8,2017,#N/A,0.8,0.74,Aurangabad
3745,10,1,2017,#N/A,8,7.36,Delhi
3746,2,6,2017,#N/A,1.6,1.47,Ranchi
3747,18,6,2017,#N/A,14.4,13.25,Nasik
3748,14,12,2018,#N/A,11.2,10.30,Nasik
3749,1,6,2018,#N/A,0.8,0.74,Delhi
3750,8,11,2017,#N/A,6.4,5.89,Srinagar
3751,18,9,2019,#N/A,14.4,13.25,Ranchi
3752,1,9,2017,#N/A,0.8,0.74,Jaipur
3753,1,3,2019,#N/A,0.8,0.74,Nasik
3754,4,12,2018,#N/A,3.8,3.50,Bengaluru
3755,24,11,2019,#N/A,22.8,20.98,Srinagar
3756,12,6,2017,#N/A,11.4,10.49,Srinagar
3757,9,8,2017,#N/A,7.2,6.62,Bengaluru
3758,16,7,2017,#N/A,15.2,13.98,Gandhinagar
3759,2,5,2018,#N/A,1.9,1.75,Ranchi
3760,18,11,2018,#N/A,17.1,15.73,Chandigarh
3761,8,5,2017,#N/A,6.4,5.89,Ranchi
3762,6,4,2018,#N/A,4.8,4.42,Bengaluru
3763,18,9,2019,#N/A,17.1,15.73,Bhopal
3764,2,6,2019,#N/A,1.6,1.47,Pune
3765,4,3,2019,#N/A,3.2,2.94,Pune
3766,5,6,2019,#N/A,4,3.68,Chandigarh
3767,9,2,2019,#N/A,7.2,6.62,Jaipur
3768,2,5,2018,#N/A,1.6,1.47,Mumbai
3769,6,7,2017,#N/A,4.8,4.42,Aurangabad
3770,18,5,2018,#N/A,14.4,13.25,Srinagar
3771,10,12,2018,#N/A,8,7.36,Srinagar
3772,11,12,2017,#N/A,8.8,8.10,Nagpur
3773,11,9,2017,#N/A,8.8,8.10,Chandigarh
3774,22,8,2018,#N/A,20.9,19.23,Chennai
3775,8,8,2019,#N/A,6.4,5.89,Mumbai
3776,22,4,2018,#N/A,17.6,16.19,Bengaluru
3777,7,6,2017,#N/A,5.6,5.15,Jaipur
3778,4,4,2019,#N/A,3.2,2.94,Pune
3779,1,12,2017,#N/A,0.8,0.74,Ranchi
3780,12,6,2018,#N/A,9.6,8.83,Mumbai
3781,2,12,2018,#N/A,1.6,1.47,Chennai
3782,20,5,2019,#N/A,19,17.48,Nasik
3783,10,6,2019,#N/A,8,7.36,Bengaluru
3784,8,11,2017,#N/A,7.6,6.99,Gandhinagar
3785,22,10,2019,#N/A,20.9,19.23,Shillong
3786,10,1,2018,#N/A,9.5,8.74,Aurangabad
3787,8,5,2018,#N/A,7.6,6.99,Gandhinagar
3788,8,4,2017,#N/A,7.6,6.99,Gandhinagar
3789,1,3,2018,#N/A,0.8,0.74,Bengaluru
3790,4,10,2017,#N/A,3.8,3.50,Shillong
3791,8,11,2017,#N/A,6.4,5.89,Srinagar
3792,10,5,2019,#N/A,8,7.36,Bengaluru
3793,18,10,2019,#N/A,17.1,15.73,Bengaluru
3794,16,4,2019,#N/A,15.2,13.98,Jaipur
3795,6,12,2019,#N/A,4.8,4.42,Delhi
3796,16,9,2017,#N/A,15.2,13.98,Srinagar
3797,10,5,2018,#N/A,9.5,8.74,Delhi
3798,8,9,2019,#N/A,6.4,5.89,Bengaluru
3799,4,3,2018,#N/A,3.2,2.94,Gandhinagar
3800,10,5,2017,#N/A,9.5,8.74,Srinagar
3801,10,5,2018,#N/A,8,7.36,Delhi
3802,5,11,2019,#N/A,4,3.68,Jaipur
3803,5,11,2017,#N/A,4,3.68,Delhi
3804,12,10,2018,#N/A,11.4,10.49,Chennai
3805,8,1,2018,#N/A,6.4,5.89,Mumbai
3806,18,6,2019,#N/A,17.1,15.73,Gandhinagar
3807,2,6,2017,#N/A,1.9,1.75,Chennai
3808,7,11,2019,#N/A,5.6,5.15,Chandigarh
3809,1,6,2017,#N/A,0.8,0.74,Ranchi
3810,3,5,2017,#N/A,2.4,2.21,Gandhinagar
3811,8,1,2017,#N/A,6.4,5.89,Gandhinagar
3812,4,11,2017,#N/A,3.2,2.94,Delhi
3813,7,7,2017,#N/A,5.6,5.15,Pune
3814,8,5,2017,#N/A,7.6,6.99,Pune
3815,20,7,2019,#N/A,19,17.48,Bhopal
3816,18,1,2019,#N/A,17.1,15.73,Ranchi
3817,22,10,2018,#N/A,20.9,19.23,Jaipur
3818,2,4,2019,#N/A,1.6,1.47,Ranchi
3819,12,8,2017,#N/A,9.6,8.83,Nagpur
3820,9,12,2019,#N/A,7.2,6.62,Ranchi
3821,4,6,2017,#N/A,3.8,3.50,Nasik
3822,8,12,2018,#N/A,7.6,6.99,Srinagar
3823,2,5,2019,#N/A,1.6,1.47,Chandigarh
3824,11,9,2019,#N/A,8.8,8.10,Ranchi
3825,22,5,2017,#N/A,20.9,19.23,Bengaluru
3826,9,7,2019,#N/A,7.2,6.62,Delhi
3827,12,2,2017,#N/A,9.6,8.83,Srinagar
3828,6,3,2017,#N/A,4.8,4.42,Pune
3829,7,6,2017,#N/A,5.6,5.15,Gandhinagar
3830,6,4,2019,#N/A,5.7,5.24,Chandigarh
3831,2,5,2018,#N/A,1.9,1.75,Bhopal
3832,8,11,2019,#N/A,7.6,6.99,Chandigarh
3833,18,2,2018,#N/A,17.1,15.73,Chandigarh
3834,5,10,2018,#N/A,4,3.68,Srinagar
3835,14,4,2017,#N/A,13.3,12.24,Aurangabad
3836,16,12,2018,#N/A,12.8,11.78,Shillong
3837,6,9,2017,#N/A,5.7,5.24,Nagpur
3838,9,12,2017,#N/A,7.2,6.62,Delhi
3839,4,8,2017,#N/A,3.8,3.50,Pune
3840,6,6,2018,#N/A,4.8,4.42,Bhopal
3841,6,4,2019,#N/A,4.8,4.42,Delhi
3842,3,8,2018,#N/A,2.4,2.21,Bengaluru
3843,10,2,2019,#N/A,8,7.36,Bengaluru
3844,6,10,2017,#N/A,4.8,4.42,Bhopal
3845,9,5,2018,#N/A,7.2,6.62,Ranchi
3846,8,8,2017,#N/A,6.4,5.89,Jaipur
3847,2,8,2019,#N/A,1.6,1.47,Mumbai
3848,9,10,2018,#N/A,7.2,6.62,Chennai
3849,7,4,2019,#N/A,5.6,5.15,Nagpur
3850,2,4,2018,#N/A,1.6,1.47,Nagpur
3851,9,6,2019,#N/A,7.2,6.62,Nasik
3852,10,3,2019,#N/A,8,7.36,Nagpur
3853,10,4,2017,#N/A,8,7.36,Aurangabad
3854,5,12,2019,#N/A,4,3.68,Nagpur
3855,9,6,2019,#N/A,7.2,6.62,Pune
3856,8,3,2019,#N/A,7.6,6.99,Mumbai
3857,22,4,2019,#N/A,20.9,19.23,Delhi
3858,11,3,2017,#N/A,8.8,8.10,Shillong
3859,10,9,2018,#N/A,8,7.36,Ranchi
3860,24,9,2018,#N/A,19.2,17.66,Delhi
3861,4,1,2018,#N/A,3.8,3.50,Delhi
3862,5,1,2017,#N/A,4,3.68,Nagpur
3863,6,6,2018,#N/A,5.7,5.24,Nagpur
3864,12,7,2017,#N/A,11.4,10.49,Nasik
3865,16,7,2019,#N/A,15.2,13.98,Nagpur
3866,10,7,2017,#N/A,8,7.36,Nagpur
3867,20,4,2017,#N/A,16,14.72,Srinagar
3868,18,5,2017,#N/A,17.1,15.73,Nagpur
3869,2,1,2017,#N/A,1.9,1.75,Srinagar
3870,8,12,2017,#N/A,6.4,5.89,Gandhinagar
3871,5,9,2019,#N/A,4,3.68,Nagpur
3872,16,12,2019,#N/A,15.2,13.98,Ranchi
3873,14,1,2017,#N/A,11.2,10.30,Delhi
3874,11,5,2017,#N/A,8.8,8.10,Shillong
3875,5,9,2018,#N/A,4,3.68,Srinagar
3876,22,10,2017,#N/A,20.9,19.23,Bhopal
3877,8,10,2018,#N/A,7.6,6.99,Delhi
3878,12,11,2017,#N/A,9.6,8.83,Gandhinagar
3879,1,2,2017,#N/A,0.8,0.74,Pune
3880,9,7,2017,#N/A,7.2,6.62,Pune
3881,20,3,2017,#N/A,19,17.48,Shillong
3882,10,12,2019,#N/A,9.5,8.74,Ranchi
3883,6,9,2018,#N/A,4.8,4.42,Nasik
3884,2,12,2019,#N/A,1.9,1.75,Bhopal
3885,5,9,2019,#N/A,4,3.68,Bhopal
3886,8,1,2018,#N/A,6.4,5.89,Srinagar
3887,1,12,2018,#N/A,0.8,0.74,Bhopal
3888,12,11,2017,#N/A,11.4,10.49,Shillong
3889,11,2,2018,#N/A,8.8,8.10,Shillong
3890,8,1,2019,#N/A,6.4,5.89,Bhopal
3891,8,8,2019,#N/A,6.4,5.89,Jaipur
3892,8,11,2017,#N/A,6.4,5.89,Bhopal
3893,7,8,2019,#N/A,5.6,5.15,Srinagar
3894,4,10,2018,#N/A,3.2,2.94,Delhi
3895,3,10,2019,#N/A,2.4,2.21,Delhi
3896,12,4,2019,#N/A,11.4,10.49,Mumbai
3897,7,9,2019,#N/A,5.6,5.15,Shillong
3898,11,4,2017,#N/A,8.8,8.10,Jaipur
3899,4,1,2018,#N/A,3.2,2.94,Gandhinagar
3900,1,10,2019,#N/A,0.8,0.74,Pune
3901,2,9,2018,#N/A,1.6,1.47,Chennai
3902,8,3,2018,#N/A,7.6,6.99,Ranchi
3903,9,11,2018,#N/A,7.2,6.62,Pune
3904,20,9,2018,#N/A,19,17.48,Bhopal
3905,16,8,2018,#N/A,15.2,13.98,Nasik
3906,22,5,2017,#N/A,17.6,16.19,Nagpur
3907,14,8,2018,#N/A,13.3,12.24,Chandigarh
3908,8,2,2017,#N/A,7.6,6.99,Bengaluru
