Customer Number,Applied Loan Amount in Lacs,Month,Fin Year,Month Year,Channel Id,Product Id,Gender,Occupation,Age,Salary,Branch Code
7314,10,6,2017,#N/A,1,4,Third Gender,Business,26-32,15 LPA - 25 LPA,4
7315,5,1,2018,#N/A,4,2,Male,Salaried,56-63,15 LPA - 25 LPA,8
7316,9,1,2019,#N/A,2,2,Female,Salaried,63+,3 LPA - 5 LPA,10
7317,12,1,2017,#N/A,3,1,Male,Business,63+,9 LPA - 15 LPA,14
7318,9,10,2018,#N/A,4,4,Male,Salaried,63+,3 LPA - 5 LPA,6
7319,3,11,2017,#N/A,1,3,Female,Business,56-63,9 LPA - 15 LPA,15
7320,20,11,2017,#N/A,3,3,Third Gender,Salaried,26-32,5 LPA - 7 LPA,10
7321,22,4,2017,#N/A,2,2,Female,Business,26-32,9 LPA - 15 LPA,15
7322,4,10,2019,#N/A,1,4,Female,Business,26-32,7 LPA - 9 LPA,8
7323,9,8,2018,#N/A,2,1,Female,Salaried,44-55,3 LPA - 5 LPA,14
7324,2,1,2017,#N/A,3,4,Male,Salaried,26-32,7 LPA - 9 LPA,6
7325,12,12,2018,#N/A,3,2,Male,Business,26-32,9 LPA - 15 LPA,5
7326,22,12,2019,#N/A,3,2,Male,Business,26-32,9 LPA - 15 LPA,10
7327,8,12,2019,#N/A,2,1,Third Gender,Business,33-43,3 LPA - 5 LPA,11
7328,11,12,2019,#N/A,2,1,Female,Salaried,44-55,25+,1
7329,4,11,2019,#N/A,3,4,Third Gender,Business,26-32,25+,9
7330,10,6,2019,#N/A,4,2,Third Gender,Business,33-43,15 LPA - 25 LPA,7
7331,14,6,2018,#N/A,3,3,Female,Salaried,26-32,15 LPA - 25 LPA,12
7332,1,7,2017,#N/A,4,4,Female,Salaried,63+,9 LPA - 15 LPA,14
7333,12,3,2019,#N/A,3,4,Male,Salaried,44-55,9 LPA - 15 LPA,9
7334,2,8,2018,#N/A,1,4,Female,Business,26-32,25+,14
7335,12,8,2017,#N/A,1,1,Female,Salaried,33-43,9 LPA - 15 LPA,1
7336,8,10,2019,#N/A,3,3,Female,Business,26-32,15 LPA - 25 LPA,7
7337,14,12,2018,#N/A,1,1,Male,Salaried,33-43,9 LPA - 15 LPA,1
7338,3,3,2019,#N/A,2,4,Female,Business,44-55,3 LPA - 5 LPA,1
7339,8,6,2017,#N/A,2,2,Third Gender,Salaried,26-32,9 LPA - 15 LPA,11
7340,12,2,2019,#N/A,3,3,Third Gender,Salaried,63+,15 LPA - 25 LPA,8
7341,9,1,2018,#N/A,2,2,Third Gender,Business,44-55,9 LPA - 15 LPA,5
7342,8,2,2019,#N/A,1,4,Female,Salaried,56-63,7 LPA - 9 LPA,5
7343,2,8,2019,#N/A,3,4,Female,Business,56-63,9 LPA - 15 LPA,13
7344,18,5,2019,#N/A,3,4,Male,Business,26-32,3 LPA - 5 LPA,9
7345,3,10,2019,#N/A,2,3,Male,Business,63+,25+,13
7346,12,1,2017,#N/A,2,2,Female,Business,26-32,7 LPA - 9 LPA,4
7347,22,4,2018,#N/A,3,1,Female,Business,26-32,3 LPA - 5 LPA,8
7348,20,12,2019,#N/A,2,2,Female,Salaried,26-32,15 LPA - 25 LPA,1
7349,12,2,2019,#N/A,2,1,Male,Business,33-43,15 LPA - 25 LPA,8
7350,8,5,2019,#N/A,3,2,Female,Salaried,63+,7 LPA - 9 LPA,11
7351,4,12,2019,#N/A,3,3,Female,Business,26-32,15 LPA - 25 LPA,3
7352,11,5,2018,#N/A,1,2,Third Gender,Business,63+,7 LPA - 9 LPA,6
7353,8,10,2019,#N/A,3,1,Third Gender,Salaried,63+,25+,3
7354,8,3,2019,#N/A,3,4,Third Gender,Salaried,63+,7 LPA - 9 LPA,11
7355,10,8,2019,#N/A,4,4,Female,Salaried,63+,15 LPA - 25 LPA,4
7356,9,7,2018,#N/A,2,4,Male,Business,63+,25+,15
7357,18,2,2018,#N/A,1,4,Third Gender,Salaried,26-32,9 LPA - 15 LPA,7
7358,14,3,2018,#N/A,1,2,Female,Business,33-43,25+,4
7359,9,2,2017,#N/A,3,1,Female,Business,56-63,15 LPA - 25 LPA,12
7360,9,1,2018,#N/A,2,3,Female,Business,44-55,9 LPA - 15 LPA,9
7361,7,1,2019,#N/A,1,3,Third Gender,Salaried,44-55,5 LPA - 7 LPA,5
7362,1,3,2017,#N/A,4,1,Third Gender,Salaried,63+,25+,12
7363,24,8,2017,#N/A,4,1,Third Gender,Salaried,33-43,7 LPA - 9 LPA,4
7364,20,12,2019,#N/A,3,1,Female,Salaried,26-32,7 LPA - 9 LPA,10
7365,2,4,2017,#N/A,1,1,Female,Salaried,63+,3 LPA - 5 LPA,12
7366,11,6,2019,#N/A,3,3,Male,Salaried,56-63,25+,15
7367,12,3,2017,#N/A,1,1,Third Gender,Business,63+,25+,12
7368,4,8,2019,#N/A,1,1,Female,Business,26-32,25+,15
7369,18,12,2018,#N/A,2,2,Female,Salaried,26-32,3 LPA - 5 LPA,6
7370,18,12,2017,#N/A,3,2,Male,Business,26-32,3 LPA - 5 LPA,11
7371,16,1,2019,#N/A,2,4,Female,Business,26-32,9 LPA - 15 LPA,9
7372,9,9,2018,#N/A,4,1,Female,Business,44-55,25+,5
7373,8,1,2019,#N/A,1,2,Female,Business,44-55,15 LPA - 25 LPA,13
7374,18,6,2018,#N/A,3,3,Female,Salaried,26-32,15 LPA - 25 LPA,8
7375,1,2,2018,#N/A,1,4,Male,Business,44-55,9 LPA - 15 LPA,12
7376,4,7,2019,#N/A,2,1,Female,Salaried,63+,7 LPA - 9 LPA,1
7377,8,11,2017,#N/A,1,2,Female,Salaried,63+,3 LPA - 5 LPA,11
7378,11,6,2019,#N/A,1,4,Male,Business,56-63,5 LPA - 7 LPA,15
7379,4,12,2017,#N/A,1,4,Third Gender,Salaried,44-55,15 LPA - 25 LPA,10
7380,16,8,2017,#N/A,3,2,Female,Salaried,26-32,25+,15
7381,6,1,2017,#N/A,3,4,Male,Business,26-32,3 LPA - 5 LPA,4
7382,22,1,2018,#N/A,3,2,Third Gender,Business,26-32,9 LPA - 15 LPA,11
7383,10,4,2017,#N/A,4,1,Third Gender,Salaried,56-63,15 LPA - 25 LPA,13
7384,9,5,2017,#N/A,1,4,Male,Business,56-63,7 LPA - 9 LPA,4
7385,14,5,2017,#N/A,1,4,Female,Business,26-32,25+,12
7386,7,6,2018,#N/A,4,2,Male,Business,63+,9 LPA - 15 LPA,4
7387,20,5,2018,#N/A,3,4,Third Gender,Salaried,26-32,5 LPA - 7 LPA,1
7388,22,3,2019,#N/A,3,1,Third Gender,Business,33-43,3 LPA - 5 LPA,5
7389,20,8,2017,#N/A,1,1,Female,Salaried,26-32,3 LPA - 5 LPA,5
7390,4,3,2019,#N/A,2,3,Male,Business,26-32,25+,13
7391,12,9,2019,#N/A,2,4,Male,Salaried,56-63,15 LPA - 25 LPA,3
7392,22,8,2017,#N/A,3,4,Male,Salaried,26-32,7 LPA - 9 LPA,1
7393,1,8,2018,#N/A,2,3,Third Gender,Business,63+,5 LPA - 7 LPA,9
7394,18,1,2019,#N/A,1,2,Third Gender,Salaried,26-32,9 LPA - 15 LPA,6
7395,18,9,2019,#N/A,2,4,Third Gender,Salaried,33-43,15 LPA - 25 LPA,1
7396,3,3,2017,#N/A,4,3,Male,Business,56-63,5 LPA - 7 LPA,14
7397,7,11,2017,#N/A,4,4,Female,Salaried,56-63,25+,3
7398,4,4,2017,#N/A,1,2,Male,Salaried,33-43,7 LPA - 9 LPA,7
7399,10,3,2017,#N/A,1,4,Third Gender,Salaried,33-43,7 LPA - 9 LPA,1
7400,14,5,2018,#N/A,3,1,Third Gender,Salaried,33-43,3 LPA - 5 LPA,15
7401,9,7,2019,#N/A,2,1,Female,Salaried,56-63,15 LPA - 25 LPA,14
7402,20,9,2017,#N/A,1,4,Male,Salaried,26-32,25+,4
7403,2,5,2018,#N/A,2,1,Female,Business,26-32,3 LPA - 5 LPA,7
7404,16,12,2019,#N/A,3,3,Third Gender,Salaried,26-32,7 LPA - 9 LPA,15
7405,10,2,2019,#N/A,2,3,Female,Business,26-32,15 LPA - 25 LPA,4
7406,8,4,2018,#N/A,3,2,Third Gender,Business,26-32,5 LPA - 7 LPA,10
7407,9,10,2017,#N/A,1,1,Female,Business,44-55,15 LPA - 25 LPA,3
7408,16,6,2017,#N/A,2,4,Female,Salaried,33-43,9 LPA - 15 LPA,7
7409,9,2,2017,#N/A,1,4,Third Gender,Business,44-55,25+,8
7410,9,2,2019,#N/A,2,2,Male,Business,44-55,5 LPA - 7 LPA,1
7411,5,4,2017,#N/A,1,3,Third Gender,Business,44-55,15 LPA - 25 LPA,1
7412,6,3,2019,#N/A,4,2,Male,Salaried,44-55,15 LPA - 25 LPA,5
7413,14,8,2017,#N/A,4,4,Male,Salaried,33-43,15 LPA - 25 LPA,3
7414,6,4,2018,#N/A,2,2,Female,Business,26-32,15 LPA - 25 LPA,6
7415,14,2,2017,#N/A,3,3,Third Gender,Salaried,26-32,7 LPA - 9 LPA,2
7416,10,6,2017,#N/A,1,3,Female,Salaried,33-43,7 LPA - 9 LPA,11
7417,24,10,2019,#N/A,2,2,Female,Salaried,33-43,7 LPA - 9 LPA,12
7418,8,11,2017,#N/A,1,1,Third Gender,Salaried,44-55,5 LPA - 7 LPA,4
7419,14,11,2018,#N/A,3,3,Third Gender,Salaried,26-32,9 LPA - 15 LPA,13
7420,16,10,2019,#N/A,1,2,Third Gender,Salaried,26-32,25+,5
7421,7,10,2019,#N/A,3,4,Third Gender,Business,56-63,25+,3
7422,24,12,2019,#N/A,3,4,Female,Business,33-43,25+,15
7423,18,7,2017,#N/A,4,2,Third Gender,Business,33-43,5 LPA - 7 LPA,10
7424,12,1,2017,#N/A,1,3,Third Gender,Business,26-32,9 LPA - 15 LPA,12
7425,10,7,2017,#N/A,3,1,Third Gender,Business,63+,15 LPA - 25 LPA,11
7426,4,7,2019,#N/A,1,2,Third Gender,Business,44-55,3 LPA - 5 LPA,5
7427,24,2,2018,#N/A,3,3,Female,Salaried,26-32,25+,14
7428,14,11,2019,#N/A,2,2,Male,Salaried,26-32,5 LPA - 7 LPA,4
7429,18,1,2018,#N/A,3,1,Female,Salaried,26-32,5 LPA - 7 LPA,6
7430,10,10,2019,#N/A,3,2,Third Gender,Salaried,56-63,9 LPA - 15 LPA,7
7431,18,3,2019,#N/A,3,2,Third Gender,Business,26-32,15 LPA - 25 LPA,12
7432,8,12,2019,#N/A,1,3,Male,Salaried,56-63,15 LPA - 25 LPA,10
7433,2,9,2019,#N/A,2,3,Female,Salaried,26-32,3 LPA - 5 LPA,1
7434,18,10,2019,#N/A,1,2,Third Gender,Salaried,26-32,15 LPA - 25 LPA,13
7435,8,7,2019,#N/A,2,2,Male,Salaried,56-63,3 LPA - 5 LPA,5
7436,20,2,2019,#N/A,4,2,Female,Salaried,33-43,9 LPA - 15 LPA,8
7437,20,8,2019,#N/A,3,3,Male,Salaried,26-32,9 LPA - 15 LPA,10
7438,2,7,2018,#N/A,3,2,Female,Business,33-43,9 LPA - 15 LPA,1
7439,8,7,2019,#N/A,4,1,Third Gender,Business,44-55,15 LPA - 25 LPA,9
7440,9,4,2018,#N/A,4,2,Female,Business,44-55,3 LPA - 5 LPA,1
7441,20,1,2018,#N/A,1,1,Third Gender,Salaried,33-43,25+,13
7442,11,11,2017,#N/A,1,2,Male,Business,56-63,9 LPA - 15 LPA,11
7443,12,7,2017,#N/A,4,3,Third Gender,Salaried,56-63,9 LPA - 15 LPA,7
7444,1,12,2018,#N/A,2,4,Third Gender,Business,63+,25+,4
7445,1,12,2019,#N/A,3,4,Third Gender,Business,44-55,3 LPA - 5 LPA,7
7446,4,9,2018,#N/A,3,2,Female,Business,44-55,15 LPA - 25 LPA,2
7447,10,8,2018,#N/A,3,2,Third Gender,Salaried,26-32,5 LPA - 7 LPA,14
7448,16,4,2018,#N/A,3,3,Third Gender,Salaried,26-32,5 LPA - 7 LPA,8
7449,11,11,2018,#N/A,4,3,Female,Salaried,63+,15 LPA - 25 LPA,2
7450,10,2,2019,#N/A,1,4,Female,Salaried,26-32,15 LPA - 25 LPA,5
7451,14,8,2017,#N/A,2,4,Third Gender,Salaried,26-32,9 LPA - 15 LPA,9
7452,12,4,2017,#N/A,4,1,Female,Business,56-63,5 LPA - 7 LPA,8
7453,22,11,2018,#N/A,3,3,Third Gender,Business,26-32,3 LPA - 5 LPA,14
7454,2,7,2017,#N/A,2,3,Male,Salaried,63+,25+,3
7455,16,10,2019,#N/A,4,4,Third Gender,Salaried,33-43,7 LPA - 9 LPA,10
7456,2,8,2017,#N/A,1,4,Third Gender,Business,56-63,15 LPA - 25 LPA,3
7457,2,9,2019,#N/A,2,1,Male,Salaried,56-63,15 LPA - 25 LPA,5
7458,16,11,2019,#N/A,1,3,Male,Business,33-43,5 LPA - 7 LPA,12
7459,8,1,2019,#N/A,3,2,Female,Salaried,26-32,15 LPA - 25 LPA,1
7460,2,8,2017,#N/A,3,2,Third Gender,Business,63+,25+,2
7461,1,4,2017,#N/A,2,2,Female,Salaried,56-63,7 LPA - 9 LPA,7
7462,1,2,2017,#N/A,1,1,Third Gender,Business,56-63,7 LPA - 9 LPA,8
7463,2,3,2017,#N/A,4,2,Male,Business,44-55,9 LPA - 15 LPA,8
7464,10,1,2017,#N/A,3,4,Male,Business,56-63,15 LPA - 25 LPA,4
7465,4,10,2019,#N/A,2,4,Male,Salaried,26-32,9 LPA - 15 LPA,6
7466,2,5,2018,#N/A,1,2,Male,Business,33-43,5 LPA - 7 LPA,14
7467,1,9,2019,#N/A,2,4,Male,Salaried,63+,3 LPA - 5 LPA,15
7468,2,6,2019,#N/A,2,1,Female,Business,56-63,9 LPA - 15 LPA,2
7469,6,11,2019,#N/A,3,4,Female,Salaried,56-63,15 LPA - 25 LPA,6
7470,11,5,2018,#N/A,1,2,Male,Business,63+,25+,4
7471,12,2,2018,#N/A,2,1,Female,Business,33-43,5 LPA - 7 LPA,4
7472,5,12,2019,#N/A,1,2,Female,Business,44-55,9 LPA - 15 LPA,15
7473,14,10,2018,#N/A,3,3,Male,Salaried,26-32,9 LPA - 15 LPA,5
7474,2,7,2018,#N/A,3,4,Third Gender,Business,26-32,9 LPA - 15 LPA,3
7475,6,4,2018,#N/A,2,4,Female,Salaried,56-63,7 LPA - 9 LPA,5
7476,10,8,2019,#N/A,2,2,Male,Business,26-32,3 LPA - 5 LPA,6
7477,24,2,2019,#N/A,1,2,Third Gender,Salaried,26-32,7 LPA - 9 LPA,1
7478,3,11,2017,#N/A,3,2,Third Gender,Salaried,44-55,7 LPA - 9 LPA,14
7479,20,5,2018,#N/A,1,1,Third Gender,Business,26-32,3 LPA - 5 LPA,8
7480,7,10,2018,#N/A,3,2,Male,Salaried,44-55,7 LPA - 9 LPA,1
7481,2,5,2019,#N/A,3,1,Male,Salaried,26-32,25+,10
7482,10,12,2019,#N/A,1,2,Male,Salaried,63+,15 LPA - 25 LPA,2
7483,4,9,2019,#N/A,3,2,Male,Salaried,63+,25+,15
7484,1,1,2019,#N/A,4,3,Third Gender,Business,56-63,9 LPA - 15 LPA,9
7485,6,8,2018,#N/A,1,4,Female,Business,26-32,7 LPA - 9 LPA,12
7486,6,9,2017,#N/A,2,1,Female,Business,26-32,5 LPA - 7 LPA,3
7487,8,9,2018,#N/A,2,2,Male,Salaried,33-43,25+,2
7488,12,1,2017,#N/A,3,4,Male,Salaried,56-63,15 LPA - 25 LPA,3
7489,2,2,2017,#N/A,3,4,Third Gender,Business,33-43,7 LPA - 9 LPA,13
7490,1,12,2019,#N/A,2,3,Female,Salaried,56-63,9 LPA - 15 LPA,8
7491,4,7,2017,#N/A,2,4,Third Gender,Business,44-55,15 LPA - 25 LPA,3
7492,2,10,2018,#N/A,3,1,Third Gender,Business,63+,3 LPA - 5 LPA,1
7493,22,7,2018,#N/A,4,4,Third Gender,Salaried,33-43,15 LPA - 25 LPA,14
7494,16,11,2019,#N/A,3,4,Third Gender,Salaried,26-32,25+,13
7495,4,5,2017,#N/A,4,3,Male,Business,33-43,9 LPA - 15 LPA,10
7496,14,10,2019,#N/A,3,1,Third Gender,Business,26-32,25+,15
7497,14,10,2018,#N/A,2,4,Male,Business,33-43,7 LPA - 9 LPA,15
7498,6,9,2018,#N/A,1,1,Male,Salaried,26-32,3 LPA - 5 LPA,15
7499,14,1,2017,#N/A,2,2,Female,Business,26-32,3 LPA - 5 LPA,8
7500,10,8,2017,#N/A,2,2,Third Gender,Salaried,44-55,9 LPA - 15 LPA,7
7501,5,7,2018,#N/A,3,2,Female,Salaried,44-55,5 LPA - 7 LPA,15
7502,4,12,2019,#N/A,4,2,Male,Business,33-43,9 LPA - 15 LPA,5
7503,10,10,2018,#N/A,3,4,Female,Salaried,44-55,3 LPA - 5 LPA,8
7504,6,10,2017,#N/A,3,2,Male,Salaried,44-55,3 LPA - 5 LPA,8
7505,12,7,2017,#N/A,1,4,Third Gender,Salaried,26-32,25+,15
7506,1,3,2018,#N/A,4,1,Male,Business,44-55,25+,10
7507,10,7,2019,#N/A,4,1,Third Gender,Salaried,56-63,15 LPA - 25 LPA,13
7508,4,8,2018,#N/A,2,4,Female,Business,63+,7 LPA - 9 LPA,5
7509,6,1,2017,#N/A,1,1,Third Gender,Business,33-43,3 LPA - 5 LPA,10
7510,4,3,2017,#N/A,3,3,Third Gender,Business,44-55,15 LPA - 25 LPA,8
7511,11,12,2018,#N/A,4,1,Female,Salaried,63+,7 LPA - 9 LPA,2
7512,12,1,2019,#N/A,3,2,Female,Business,63+,9 LPA - 15 LPA,13
7513,6,3,2017,#N/A,1,3,Male,Salaried,63+,3 LPA - 5 LPA,9
7514,18,2,2017,#N/A,3,2,Male,Salaried,26-32,5 LPA - 7 LPA,9
7515,6,6,2017,#N/A,1,3,Female,Salaried,56-63,25+,1
7516,16,11,2019,#N/A,3,2,Male,Business,26-32,25+,5
7517,10,5,2018,#N/A,2,1,Male,Salaried,33-43,25+,7
7518,11,4,2018,#N/A,4,1,Male,Business,56-63,15 LPA - 25 LPA,5
7519,6,10,2018,#N/A,1,1,Third Gender,Salaried,33-43,5 LPA - 7 LPA,6
7520,8,11,2018,#N/A,2,4,Female,Salaried,26-32,3 LPA - 5 LPA,8
7521,20,2,2017,#N/A,4,3,Male,Salaried,33-43,15 LPA - 25 LPA,13
7522,4,10,2018,#N/A,1,1,Third Gender,Business,26-32,5 LPA - 7 LPA,10
7523,4,7,2018,#N/A,3,2,Male,Salaried,26-32,15 LPA - 25 LPA,8
7524,7,11,2017,#N/A,2,1,Female,Business,56-63,25+,8
7525,8,10,2019,#N/A,1,2,Third Gender,Business,26-32,9 LPA - 15 LPA,7
7526,1,2,2019,#N/A,1,2,Female,Salaried,63+,25+,1
7527,24,12,2019,#N/A,1,1,Third Gender,Business,26-32,7 LPA - 9 LPA,6
7528,10,8,2017,#N/A,3,1,Male,Business,26-32,25+,11
7529,2,12,2017,#N/A,4,4,Male,Salaried,33-43,9 LPA - 15 LPA,1
7530,8,12,2018,#N/A,2,2,Male,Business,56-63,15 LPA - 25 LPA,9
7531,20,6,2018,#N/A,1,1,Male,Business,33-43,3 LPA - 5 LPA,3
7532,16,7,2018,#N/A,2,4,Third Gender,Business,26-32,7 LPA - 9 LPA,9
7533,1,8,2017,#N/A,1,1,Third Gender,Salaried,63+,5 LPA - 7 LPA,5
7534,11,3,2018,#N/A,2,2,Third Gender,Salaried,44-55,15 LPA - 25 LPA,12
7535,8,4,2019,#N/A,3,3,Third Gender,Business,33-43,9 LPA - 15 LPA,9
7536,8,6,2018,#N/A,4,3,Female,Business,63+,7 LPA - 9 LPA,13
7537,8,12,2019,#N/A,3,2,Third Gender,Business,26-32,7 LPA - 9 LPA,5
7538,8,10,2019,#N/A,2,4,Male,Business,56-63,15 LPA - 25 LPA,8
7539,16,12,2017,#N/A,1,2,Female,Salaried,26-32,25+,8
7540,16,3,2019,#N/A,1,3,Male,Salaried,26-32,15 LPA - 25 LPA,8
7541,12,9,2017,#N/A,1,2,Third Gender,Salaried,56-63,25+,14
7542,7,5,2017,#N/A,4,1,Third Gender,Salaried,56-63,9 LPA - 15 LPA,14
7543,20,11,2017,#N/A,3,4,Female,Salaried,26-32,9 LPA - 15 LPA,11
7544,16,3,2017,#N/A,4,3,Male,Salaried,33-43,25+,4
7545,22,9,2019,#N/A,2,4,Female,Business,26-32,7 LPA - 9 LPA,9
7546,3,10,2017,#N/A,4,4,Female,Business,44-55,5 LPA - 7 LPA,4
7547,16,12,2018,#N/A,1,3,Female,Salaried,26-32,3 LPA - 5 LPA,1
7548,24,6,2019,#N/A,4,1,Third Gender,Salaried,33-43,25+,8
7549,9,2,2017,#N/A,2,2,Third Gender,Salaried,63+,15 LPA - 25 LPA,6
7550,10,4,2017,#N/A,1,3,Female,Salaried,44-55,25+,1
7551,6,7,2018,#N/A,4,4,Male,Salaried,33-43,7 LPA - 9 LPA,15
7552,8,10,2018,#N/A,2,1,Male,Salaried,44-55,25+,4
7553,24,1,2018,#N/A,1,1,Female,Business,26-32,9 LPA - 15 LPA,6
7554,3,10,2017,#N/A,1,1,Third Gender,Salaried,44-55,7 LPA - 9 LPA,15
7555,10,5,2018,#N/A,2,2,Male,Business,33-43,3 LPA - 5 LPA,7
7556,11,11,2017,#N/A,3,3,Third Gender,Business,63+,5 LPA - 7 LPA,10
7557,6,5,2019,#N/A,2,3,Third Gender,Salaried,44-55,3 LPA - 5 LPA,14
7558,24,1,2019,#N/A,3,1,Male,Business,26-32,25+,3
7559,7,2,2017,#N/A,2,4,Female,Business,63+,25+,6
7560,4,3,2017,#N/A,2,3,Female,Salaried,33-43,5 LPA - 7 LPA,1
7561,9,2,2018,#N/A,2,3,Male,Business,44-55,25+,9
7562,2,10,2018,#N/A,2,1,Female,Business,26-32,25+,13
7563,8,6,2017,#N/A,1,2,Male,Business,33-43,7 LPA - 9 LPA,8
7564,4,5,2019,#N/A,3,3,Female,Salaried,26-32,15 LPA - 25 LPA,6
7565,3,5,2017,#N/A,2,3,Male,Business,56-63,25+,8
7566,4,8,2018,#N/A,1,1,Female,Salaried,56-63,3 LPA - 5 LPA,12
7567,24,8,2017,#N/A,1,3,Female,Salaried,26-32,25+,10
7568,22,1,2019,#N/A,2,2,Male,Business,26-32,5 LPA - 7 LPA,10
7569,4,12,2018,#N/A,4,2,Third Gender,Salaried,33-43,5 LPA - 7 LPA,9
7570,4,11,2019,#N/A,1,4,Female,Salaried,26-32,5 LPA - 7 LPA,12
7571,6,2,2019,#N/A,1,3,Female,Salaried,26-32,25+,4
7572,10,9,2018,#N/A,4,3,Female,Business,56-63,9 LPA - 15 LPA,14
7573,4,7,2019,#N/A,2,4,Male,Business,26-32,5 LPA - 7 LPA,4
7574,2,11,2017,#N/A,1,1,Third Gender,Business,26-32,7 LPA - 9 LPA,10
7575,5,6,2019,#N/A,1,1,Male,Business,44-55,25+,5
7576,9,11,2018,#N/A,2,1,Male,Salaried,63+,15 LPA - 25 LPA,13
7577,8,6,2017,#N/A,4,1,Female,Business,63+,25+,7
7578,8,10,2019,#N/A,3,1,Male,Business,56-63,9 LPA - 15 LPA,14
7579,11,6,2019,#N/A,4,2,Male,Business,56-63,3 LPA - 5 LPA,10
7580,12,7,2018,#N/A,4,2,Female,Business,44-55,3 LPA - 5 LPA,1
7581,4,6,2018,#N/A,3,2,Female,Business,26-32,7 LPA - 9 LPA,14
7582,12,5,2018,#N/A,2,1,Third Gender,Salaried,26-32,3 LPA - 5 LPA,13
7583,14,10,2017,#N/A,1,4,Male,Salaried,26-32,7 LPA - 9 LPA,11
7584,1,12,2019,#N/A,3,2,Third Gender,Salaried,56-63,25+,5
7585,18,8,2019,#N/A,3,2,Male,Salaried,26-32,3 LPA - 5 LPA,3
7586,11,5,2017,#N/A,1,4,Female,Business,63+,3 LPA - 5 LPA,10
7587,4,6,2019,#N/A,2,1,Third Gender,Salaried,44-55,7 LPA - 9 LPA,10
7588,5,12,2019,#N/A,2,2,Male,Salaried,44-55,7 LPA - 9 LPA,11
7589,4,6,2018,#N/A,1,4,Male,Salaried,26-32,7 LPA - 9 LPA,1
7590,12,3,2019,#N/A,3,3,Female,Business,26-32,3 LPA - 5 LPA,3
7591,14,3,2017,#N/A,2,4,Third Gender,Business,26-32,3 LPA - 5 LPA,3
7592,1,11,2018,#N/A,1,3,Female,Business,63+,5 LPA - 7 LPA,10
7593,6,5,2018,#N/A,4,4,Third Gender,Business,63+,25+,6
7594,5,5,2017,#N/A,2,4,Female,Salaried,44-55,25+,14
7595,1,6,2018,#N/A,2,3,Third Gender,Business,56-63,9 LPA - 15 LPA,8
7596,4,10,2019,#N/A,1,3,Female,Business,56-63,3 LPA - 5 LPA,13
7597,12,11,2019,#N/A,2,4,Male,Business,26-32,15 LPA - 25 LPA,6
7598,8,5,2019,#N/A,3,2,Male,Business,44-55,7 LPA - 9 LPA,15
7599,4,7,2018,#N/A,3,2,Female,Salaried,63+,25+,7
7600,14,4,2019,#N/A,1,2,Female,Salaried,33-43,15 LPA - 25 LPA,10
7601,14,3,2017,#N/A,3,3,Male,Salaried,26-32,5 LPA - 7 LPA,5
7602,18,3,2018,#N/A,3,3,Third Gender,Business,26-32,9 LPA - 15 LPA,10
7603,6,11,2017,#N/A,3,1,Male,Business,26-32,7 LPA - 9 LPA,13
7604,6,12,2018,#N/A,4,3,Male,Salaried,63+,5 LPA - 7 LPA,14
7605,14,6,2018,#N/A,3,3,Third Gender,Salaried,26-32,25+,3
7606,1,12,2018,#N/A,2,4,Female,Business,56-63,25+,15
7607,12,7,2019,#N/A,3,4,Male,Salaried,44-55,15 LPA - 25 LPA,7
7608,7,1,2019,#N/A,2,4,Third Gender,Business,63+,15 LPA - 25 LPA,7
7609,12,9,2019,#N/A,3,3,Third Gender,Business,26-32,7 LPA - 9 LPA,9
7610,12,5,2017,#N/A,2,2,Third Gender,Salaried,26-32,7 LPA - 9 LPA,13
7611,7,5,2018,#N/A,1,3,Third Gender,Business,44-55,15 LPA - 25 LPA,8
7612,12,2,2019,#N/A,3,2,Male,Salaried,26-32,25+,9
7613,11,5,2017,#N/A,2,4,Female,Salaried,63+,15 LPA - 25 LPA,11
7614,24,6,2018,#N/A,4,4,Female,Salaried,33-43,9 LPA - 15 LPA,10
7615,8,6,2018,#N/A,4,3,Male,Business,56-63,3 LPA - 5 LPA,4
7616,12,3,2018,#N/A,4,2,Third Gender,Salaried,56-63,15 LPA - 25 LPA,4
7617,11,4,2018,#N/A,1,3,Female,Business,56-63,7 LPA - 9 LPA,4
7618,18,12,2017,#N/A,1,1,Third Gender,Salaried,33-43,25+,9
7619,12,8,2017,#N/A,4,2,Third Gender,Salaried,33-43,5 LPA - 7 LPA,2
7620,10,3,2017,#N/A,3,3,Third Gender,Salaried,63+,7 LPA - 9 LPA,9
7621,2,1,2017,#N/A,1,2,Male,Business,63+,5 LPA - 7 LPA,7
7622,3,1,2018,#N/A,3,3,Male,Salaried,44-55,7 LPA - 9 LPA,6
7623,20,2,2019,#N/A,4,1,Female,Business,33-43,15 LPA - 25 LPA,5
7624,8,8,2018,#N/A,4,3,Male,Business,63+,5 LPA - 7 LPA,2
7625,6,7,2018,#N/A,1,1,Female,Salaried,63+,15 LPA - 25 LPA,6
7626,12,6,2018,#N/A,2,3,Female,Salaried,26-32,5 LPA - 7 LPA,3
7627,8,6,2017,#N/A,2,4,Female,Business,26-32,9 LPA - 15 LPA,9
7628,12,6,2018,#N/A,1,4,Third Gender,Business,56-63,15 LPA - 25 LPA,14
7629,16,11,2017,#N/A,2,4,Male,Salaried,33-43,7 LPA - 9 LPA,10
7630,6,6,2018,#N/A,2,4,Male,Business,26-32,25+,1
